,Customer ID,Age,MonthlyUsage,Payment Method,Tenure in Months,Churn
1239,3174-AKMAS,61,213,Credit Card,16,0
1240,2245-ADZFJ,58,306,Bank Withdrawal,27,0
1241,4676-WLUHT,51,91,Bank Withdrawal,31,0
1242,5173-WXOQV,38,226,Credit Card,17,0
1243,3961-SXAXY,49,300,Bank Withdrawal,35,0
1244,9184-GALIL,26,400,Credit Card,23,0
1245,8514-VZHEB,35,340,Credit Card,20,0
1246,3563-SVYLG,38,330,Credit Card,26,0
1247,6777-TGHTM,44,521,Credit Card,21,1
1248,6979-TNDEU,42,167,Credit Card,15,0
1249,6873-UDNLD,28,155,Bank Withdrawal,20,0
1250,1142-WACZW,64,485,Bank Withdrawal,21,1
1251,5176-OLSKT,49,122,Bank Withdrawal,32,0
1252,2845-AFFTX,78,285,Bank Withdrawal,30,1
1253,4801-KFYKL,28,113,Bank Withdrawal,29,0
1254,9526-BIHHD,30,309,Mailed Check,37,1
1255,3374-TTZTK,26,161,Bank Withdrawal,34,0
1256,0191-EQUUH,32,89,Bank Withdrawal,33,0
1257,5498-TXHLF,39,590,Bank Withdrawal,37,1
1258,6705-LNMDD,38,179,Credit Card,16,0
1259,9965-YOKZB,73,444,Bank Withdrawal,26,1
1260,8853-TZDGH,42,192,Bank Withdrawal,33,0
1261,5593-SUAOO,60,368,Bank Withdrawal,31,0
1262,4318-RAJVY,57,275,Credit Card,28,0
1263,5010-IPEAQ,29,373,Credit Card,30,0
1264,8883-GRDWQ,68,141,Credit Card,18,0
1265,8975-SKGRX,29,253,Bank Withdrawal,33,0
1266,9498-FIMXL,31,265,Credit Card,29,0
1267,7330-WZLNC,25,425,Bank Withdrawal,36,1
1268,5022-KVDQT,20,310,Bank Withdrawal,15,0
1269,8495-LJDFO,76,209,Bank Withdrawal,33,0
1270,7216-EWTRS,78,452,Bank Withdrawal,32,1
1271,4779-ZGICK,39,324,Credit Card,33,0
1272,6196-HBOBZ,31,354,Bank Withdrawal,18,0
1273,5465-BUBFA,34,333,Bank Withdrawal,32,0
1274,8083-YTZES,52,502,Bank Withdrawal,21,1
1275,3219-JQRSL,70,223,Credit Card,25,0
1276,7083-YNSKY,22,301,Credit Card,35,1
1277,0947-MUGVO,71,300,Bank Withdrawal,31,1
1278,5318-YKDPV,62,361,Credit Card,27,0
1279,9504-DSHWM,53,202,Bank Withdrawal,15,0
1280,5918-VUKWP,61,68,Bank Withdrawal,15,0
1281,9473-CBZOP,35,314,Credit Card,26,0
1282,4500-HKANN,33,267,Credit Card,31,0
1283,5996-DAOQL,28,308,Credit Card,20,0
1284,4145-UQXUQ,71,335,Bank Withdrawal,23,1
1285,2325-NBPZG,20,130,Bank Withdrawal,19,0
1286,4505-EXZHB,75,470,Bank Withdrawal,20,1
1287,0463-ZSDNT,23,279,Bank Withdrawal,27,0
1288,3445-HXXGF,66,565,Bank Withdrawal,22,1
1289,7321-PKUYW,46,508,Bank Withdrawal,40,1
1290,0769-MURVM,44,332,Bank Withdrawal,19,0
1291,6728-VOIFY,20,52,Bank Withdrawal,17,0
1292,7851-FLGGQ,49,515,Mailed Check,20,1
1293,2436-QBZFP,53,377,Bank Withdrawal,33,0
1294,4522-AKYLR,68,240,Bank Withdrawal,18,0
1295,9995-HOTOH,36,344,Bank Withdrawal,30,0
1296,5879-HMFFH,49,78,Bank Withdrawal,23,0
1297,9411-TPQQV,31,250,Bank Withdrawal,24,0
1298,0295-QVKPB,38,95,Credit Card,24,0
1299,1779-PWPMG,73,193,Bank Withdrawal,27,0
1300,1981-INRFU,44,443,Bank Withdrawal,30,1
1301,6582-OIVSP,25,97,Credit Card,17,0
1302,7103-IPXPJ,44,295,Bank Withdrawal,21,0
1303,8194-PEEBY,38,131,Credit Card,19,0
1304,8791-GFXLZ,58,348,Bank Withdrawal,28,0
1305,0106-UGRDO,55,302,Bank Withdrawal,29,0
1306,3530-CRZSB,55,135,Credit Card,33,0
1307,9979-RGMZT,20,149,Credit Card,19,0
1308,4450-YOOHP,56,229,Credit Card,29,0
1309,0576-WNXXC,70,338,Bank Withdrawal,28,1
1310,8265-HKSOW,35,52,Credit Card,27,0
1311,8896-RAZCR,42,240,Mailed Check,23,0
1312,1431-CYWMH,35,260,Bank Withdrawal,23,0
1313,8982-NHAVY,23,235,Bank Withdrawal,31,0
1314,2656-TABEH,57,402,Bank Withdrawal,36,1
1315,4486-EFAEB,56,393,Bank Withdrawal,22,0
1316,1207-BLKSA,42,201,Credit Card,21,0
1317,4828-FAZPK,30,124,Credit Card,29,0
1318,5295-PCJOO,44,311,Bank Withdrawal,32,1
1319,9659-QEQSY,26,139,Bank Withdrawal,22,0
1320,8276-MQBYC,70,326,Bank Withdrawal,31,1
1321,8547-NSBBO,62,218,Credit Card,35,0
1322,9637-EIHEQ,20,320,Bank Withdrawal,29,1
1323,9068-VPWQQ,21,130,Credit Card,18,0
1324,1096-ADRUX,34,318,Bank Withdrawal,20,0
1325,3797-FKOGQ,31,395,Bank Withdrawal,15,0
1326,0020-JDNXP,52,287,Credit Card,25,0
1327,7802-EFKNY,37,309,Bank Withdrawal,24,1
1328,3948-FVVRP,43,62,Credit Card,15,0
1329,6295-OSINB,20,113,Bank Withdrawal,15,0
1330,9825-YCXWZ,69,94,Bank Withdrawal,19,0
1331,5797-APWZC,41,344,Bank Withdrawal,30,1
1332,6429-SHBCB,54,180,Mailed Check,35,0
1333,4228-ZGYUW,42,449,Bank Withdrawal,25,1
1334,3988-RQIXO,68,424,Bank Withdrawal,40,1
1335,8980-WQFWL,61,150,Bank Withdrawal,27,0
1336,4568-KNYWR,56,260,Credit Card,29,0
1337,0111-KLBQG,71,53,Mailed Check,35,0
1338,0679-IDSTG,73,367,Bank Withdrawal,37,1
1339,2079-FBMZK,50,443,Mailed Check,21,1
1340,2926-JEJJC,26,215,Bank Withdrawal,28,0
1341,4692-NNQRU,49,387,Bank Withdrawal,30,0
1342,4223-WOZCM,71,392,Mailed Check,33,0
1343,1352-HNSAW,26,184,Bank Withdrawal,28,0
1344,0536-ACXIP,34,187,Bank Withdrawal,21,0
1345,8374-UULRV,22,93,Credit Card,28,0
1346,5073-WXOYN,58,261,Bank Withdrawal,22,1
1347,0623-IIHUG,77,443,Bank Withdrawal,20,1
1348,2347-WKKAE,52,344,Bank Withdrawal,23,0
1349,7359-WWYJV,53,103,Credit Card,23,0
1350,7997-EASSD,56,118,Credit Card,18,0
1351,1480-BKXGA,75,319,Bank Withdrawal,19,0
1352,6771-XWBDM,47,460,Credit Card,38,1
1353,4291-HYEBC,76,193,Bank Withdrawal,33,0
1354,3904-UKFRE,27,110,Bank Withdrawal,31,0
1355,2676-ISHSF,22,211,Credit Card,17,0
1356,7722-VJRQD,38,308,Bank Withdrawal,28,0
1357,9500-WBGRP,19,390,Credit Card,33,0
1358,2322-VCZHZ,70,354,Bank Withdrawal,34,0
1359,6519-CFDBX,31,108,Bank Withdrawal,25,0
1360,9575-IWCAZ,37,108,Mailed Check,19,0
1361,0733-VUNUW,43,343,Bank Withdrawal,31,1
1362,2276-YDAVZ,63,348,Credit Card,30,1
1363,5628-FCGYG,46,364,Bank Withdrawal,22,0
1364,9398-MMQTO,41,324,Credit Card,19,0
1365,6198-PNNSZ,54,387,Bank Withdrawal,34,0
1366,6204-IEUXJ,30,458,Credit Card,20,1
1367,9054-FOWNV,53,300,Bank Withdrawal,34,0
1368,2530-FMFXO,38,333,Bank Withdrawal,34,0
1369,8584-KMVXD,64,229,Bank Withdrawal,17,0
1370,8221-EQDGL,27,266,Credit Card,18,0
1371,0921-OHLVP,35,310,Bank Withdrawal,16,0
1372,4487-ZYJZK,60,286,Credit Card,19,0
1373,0807-ZABDG,43,376,Mailed Check,23,1
1374,0354-WYROK,70,499,Bank Withdrawal,20,1
1375,1131-ALZWV,58,303,Bank Withdrawal,22,0
1376,0939-EREMR,40,153,Credit Card,34,0
1377,2810-FTLEM,21,275,Bank Withdrawal,24,1
1378,5922-ABDVO,20,556,Credit Card,23,1
1379,0094-OIFMO,78,389,Bank Withdrawal,21,1
1380,1307-ATKGB,21,317,Bank Withdrawal,22,0
1381,8040-MNRTF,47,84,Mailed Check,31,0
1382,4881-JVQOD,73,91,Bank Withdrawal,31,0
1383,5122-CYFXA,53,352,Bank Withdrawal,27,0
1384,7839-NUIAA,27,373,Bank Withdrawal,23,0
1385,7812-FZHPE,31,566,Credit Card,31,1
1386,5168-MQQCA,50,195,Bank Withdrawal,26,0
1387,9138-EFSMO,54,308,Bank Withdrawal,27,0
1388,7587-RZNME,23,457,Bank Withdrawal,38,1
1389,2674-MIAHT,26,272,Credit Card,35,0
1390,1849-RJYIG,43,373,Bank Withdrawal,16,0
1391,9800-OUIGR,61,197,Credit Card,19,0
1392,5989-PGKJB,40,245,Bank Withdrawal,23,0
1393,2379-ENZGV,61,475,Bank Withdrawal,39,1
1394,1271-UODNO,60,264,Credit Card,19,0
1395,7909-FIOIY,21,287,Credit Card,30,0
1396,3701-SFMUH,63,102,Credit Card,21,0
1397,6630-UJZMY,73,119,Bank Withdrawal,24,0
1398,4947-DSMXK,28,74,Bank Withdrawal,20,0
1399,0812-WUPTB,65,465,Credit Card,23,1
1400,4625-LAMOB,36,229,Credit Card,27,0
1401,5828-DWPIL,68,343,Bank Withdrawal,28,0
1402,9917-KWRBE,28,302,Credit Card,29,0
1403,4456-RHSNB,43,163,Bank Withdrawal,21,0
1404,6481-ESCNL,33,275,Bank Withdrawal,17,0
1405,9128-CPXKI,36,393,Bank Withdrawal,28,0
1406,3166-PNEOF,57,364,Credit Card,25,0
1407,1821-BUCWY,35,389,Mailed Check,19,0
1408,7566-DSRLQ,54,102,Bank Withdrawal,22,0
0,5312-UXESG,43,361,Bank Withdrawal,16,0
1,9581-GVBXT,59,327,Credit Card,31,0
2,6211-WWLTF,46,393,Credit Card,29,0
3,0297-RBCSG,61,310,Bank Withdrawal,22,0
4,8713-IGZSO,50,367,Credit Card,29,0
5,9169-BSVIN,21,226,Bank Withdrawal,21,0
6,7905-TVXTA,63,301,Bank Withdrawal,34,0
7,3675-YDUPJ,29,135,Credit Card,34,0
8,6338-AVWCY,19,399,Mailed Check,40,1
9,9103-CXVOK,31,101,Bank Withdrawal,28,0
10,1833-TCXKK,50,148,Bank Withdrawal,22,0
11,4077-CROMM,51,499,Bank Withdrawal,36,1
12,6616-AALSR,23,251,Credit Card,31,0
13,9895-VFOXH,19,224,Credit Card,19,0
14,1431-AIDJQ,44,343,Credit Card,21,0
15,6284-KMNUF,33,327,Bank Withdrawal,35,0
16,2251-PYLPB,34,297,Credit Card,16,0
17,7892-POOKP,23,448,Bank Withdrawal,24,1
18,6231-WFGFH,39,197,Mailed Check,21,0
19,6849-OYAMU,56,253,Bank Withdrawal,36,1
20,3021-VLNRJ,25,165,Credit Card,22,0
21,6408-WHTEF,45,373,Credit Card,15,0
22,0329-GTIAJ,40,515,Bank Withdrawal,26,1
23,9565-DJPIB,64,430,Credit Card,28,1
24,8816-VXNZD,36,481,Bank Withdrawal,35,1
25,9385-EHGDO,37,286,Credit Card,30,0
26,1166-PQLGG,58,308,Bank Withdrawal,33,0
27,1469-LBJQJ,39,125,Bank Withdrawal,17,0
28,1043-YCUTE,19,387,Credit Card,20,1
29,4471-KXAUH,58,579,Bank Withdrawal,20,1
30,1964-SVLEA,59,66,Mailed Check,18,0
31,9483-GCPWE,60,336,Credit Card,32,0
32,5144-TVGLP,68,386,Bank Withdrawal,33,0
33,8640-SDGKB,39,256,Bank Withdrawal,29,1
34,4890-VMUAV,46,220,Bank Withdrawal,19,0
35,9753-OYLBX,54,387,Credit Card,19,0
36,8722-PRFDV,21,116,Credit Card,35,0
37,4001-TSBTV,49,353,Bank Withdrawal,32,0
38,7789-CRUVC,77,115,Credit Card,35,0
39,9479-HYNYL,48,179,Credit Card,26,0
40,8008-HAWED,38,469,Bank Withdrawal,27,1
41,9903-LYSAB,42,164,Bank Withdrawal,35,0
42,8033-VCZGH,27,88,Bank Withdrawal,25,0
43,8540-ZQGEA,58,135,Credit Card,32,0
44,4002-BQWPQ,59,330,Bank Withdrawal,30,0
45,3669-WHAFY,57,378,Credit Card,22,0
46,8148-NLEGT,47,353,Bank Withdrawal,18,0
47,4830-FAXFM,62,268,Credit Card,25,0
48,4962-CHQPW,54,100,Mailed Check,23,0
49,9788-YTFGE,47,269,Credit Card,27,0
50,3001-UNBTL,69,273,Bank Withdrawal,17,0
51,6376-GAHQE,48,467,Bank Withdrawal,33,1
52,5222-IMUKT,40,312,Bank Withdrawal,19,0
53,7762-URZQH,30,527,Credit Card,27,1
54,6141-OOXUQ,43,560,Mailed Check,35,1
55,2692-AQCPF,32,106,Credit Card,25,0
56,4879-GZLFH,33,93,Bank Withdrawal,19,0
57,8775-ERLNB,76,344,Bank Withdrawal,18,0
58,5855-EIBDE,35,385,Credit Card,27,0
59,4441-NIHPT,73,304,Bank Withdrawal,27,1
60,2123-VSCOT,39,242,Bank Withdrawal,30,0
61,7072-MBHEV,77,204,Credit Card,17,0
62,2050-ONYDQ,48,381,Credit Card,28,0
63,3315-TOTBP,29,274,Mailed Check,40,1
64,7945-HLKEA,29,366,Bank Withdrawal,15,0
65,0928-JMXNP,78,55,Bank Withdrawal,18,0
66,3714-NTNFO,49,364,Bank Withdrawal,23,0
67,6923-EFPNL,39,491,Credit Card,25,1
68,2138-VFAPZ,40,265,Credit Card,27,0
69,4706-AXVKM,78,520,Credit Card,31,1
70,5453-YBTWV,52,253,Credit Card,15,0
71,0611-DFXKO,35,549,Credit Card,20,1
72,0639-TSIQW,28,316,Credit Card,33,1
73,3787-TRIAL,23,304,Bank Withdrawal,25,0
74,6837-BJYDQ,42,270,Credit Card,25,0
75,1862-QRWPE,24,68,Bank Withdrawal,33,0
76,3221-CJMSG,45,85,Credit Card,18,0
77,2612-PHGOX,47,391,Bank Withdrawal,28,0
78,2266-SJNAT,21,205,Credit Card,35,0
79,0511-JTEOY,41,406,Mailed Check,36,1
80,8111-BKVDS,31,393,Bank Withdrawal,28,0
81,2338-BQEZT,38,143,Credit Card,29,0
82,7979-CORPM,40,496,Credit Card,40,1
83,8231-BSWXX,44,187,Credit Card,23,0
84,2234-XADUH,30,218,Credit Card,21,0
85,7351-MHQVU,43,116,Credit Card,30,0
86,1696-HXOWK,53,86,Credit Card,20,0
87,8966-OIQHG,49,349,Bank Withdrawal,20,0
88,9297-FVVDH,33,363,Bank Withdrawal,19,0
89,2466-NEJOJ,58,124,Credit Card,30,0
90,5605-IYGFG,61,58,Bank Withdrawal,26,0
91,0480-BIXDE,58,201,Bank Withdrawal,27,0
92,2720-FVBQP,28,69,Credit Card,27,0
93,8614-VGMMV,33,453,Bank Withdrawal,39,1
94,6115-ZTBFQ,56,182,Bank Withdrawal,32,0
95,3629-ZNKXA,77,317,Bank Withdrawal,15,0
96,9691-HKOVS,20,289,Bank Withdrawal,15,0
97,0080-OROZO,38,175,Bank Withdrawal,22,0
98,5276-KQWHG,74,286,Bank Withdrawal,22,1
99,5130-YPIRV,22,127,Credit Card,29,0
100,6461-PPAXN,20,323,Bank Withdrawal,21,0
101,7018-FPXHH,45,326,Bank Withdrawal,28,0
102,0269-XFESX,22,195,Credit Card,24,0
103,3750-CKVKH,58,453,Bank Withdrawal,37,1
104,8020-BWHYL,70,317,Credit Card,29,1
105,0570-BFQHT,38,162,Bank Withdrawal,33,0
106,8559-WNQZS,37,320,Credit Card,16,0
107,4608-LCIMN,45,230,Bank Withdrawal,28,0
108,5921-NGYRH,40,142,Credit Card,22,0
109,7621-VPNET,60,309,Credit Card,19,0
110,7218-HKQFK,49,265,Bank Withdrawal,33,1
111,6522-YRBXD,68,156,Bank Withdrawal,30,0
112,4958-GZWIY,61,310,Bank Withdrawal,26,1
113,1724-IQWNM,37,290,Credit Card,22,0
114,2982-VPSGI,64,302,Bank Withdrawal,26,1
115,5564-NEMQO,80,346,Bank Withdrawal,30,1
116,6849-WLEYG,43,333,Credit Card,40,1
117,8727-JQFHV,60,383,Credit Card,35,0
118,9950-MTGYX,30,359,Credit Card,18,0
119,1383-EZRWL,62,353,Mailed Check,37,1
120,6772-KSATR,31,444,Bank Withdrawal,34,1
121,5277-ZLOOR,78,394,Bank Withdrawal,20,1
122,6704-UTUKK,43,344,Bank Withdrawal,30,0
123,9313-CDOGY,40,140,Bank Withdrawal,22,0
124,7980-MHFLQ,42,354,Credit Card,15,0
125,8626-XHBIE,48,363,Credit Card,21,0
126,6599-RCLCJ,54,304,Bank Withdrawal,30,1
127,5495-GPSRW,62,280,Credit Card,30,0
128,7136-RVDTZ,79,360,Bank Withdrawal,24,1
129,6024-RUGGH,22,161,Bank Withdrawal,26,0
130,2817-NTQDO,52,445,Credit Card,32,1
131,3571-DPYUH,30,176,Credit Card,28,0
132,8999-XXGNS,70,353,Credit Card,35,0
133,5948-UJZLF,22,210,Credit Card,35,0
134,9462-MJUAW,60,283,Credit Card,22,1
135,9565-FLVCG,40,110,Mailed Check,34,0
136,9524-EGPJC,33,444,Bank Withdrawal,31,1
137,9451-WLYRI,50,260,Credit Card,24,0
138,3648-GZPHF,48,155,Mailed Check,19,0
139,9090-SGQXL,70,428,Bank Withdrawal,32,1
140,8022-BECSI,62,181,Credit Card,29,0
141,8751-EDEKA,56,284,Credit Card,26,0
142,0397-GZBBC,70,296,Bank Withdrawal,32,1
143,4110-PFEUZ,54,257,Credit Card,36,1
144,9206-GVPEQ,28,368,Bank Withdrawal,36,1
145,3338-CVVEH,38,201,Bank Withdrawal,23,0
146,0516-QREYC,78,141,Credit Card,33,0
147,6974-DAFLI,54,337,Bank Withdrawal,27,0
148,3511-BFTJW,25,304,Credit Card,18,0
149,0266-CLZKZ,45,274,Bank Withdrawal,30,0
150,6797-UCJHZ,74,129,Credit Card,15,0
151,8809-RIHDD,47,308,Bank Withdrawal,27,1
152,6077-BDPXA,56,144,Bank Withdrawal,23,0
153,7036-TYDEC,44,233,Bank Withdrawal,34,0
154,5707-ORNDZ,79,433,Bank Withdrawal,31,1
155,5930-GBIWP,46,172,Credit Card,27,0
156,1399-OUPJN,43,261,Bank Withdrawal,34,0
157,6987-XQSJT,68,423,Bank Withdrawal,30,1
158,3055-OYMSE,75,166,Credit Card,16,0
159,3160-TYXLT,37,394,Bank Withdrawal,32,0
160,4091-TVOCN,51,114,Credit Card,24,0
161,2293-IJWPS,39,391,Credit Card,25,0
162,3892-NXAZG,56,123,Credit Card,35,0
163,4706-DGAHW,73,112,Bank Withdrawal,21,0
164,0654-PQKDW,58,233,Bank Withdrawal,20,0
165,8107-RZLNV,22,81,Bank Withdrawal,24,0
166,8200-KLNYW,55,87,Credit Card,25,0
167,2208-NQBCT,23,340,Bank Withdrawal,18,0
168,6416-TVAIH,39,405,Bank Withdrawal,24,1
169,5863-OOKCL,60,323,Credit Card,35,0
170,5294-IMHHT,44,212,Bank Withdrawal,20,0
171,6603-QWSPR,20,247,Bank Withdrawal,32,0
172,3570-YUEKJ,40,243,Bank Withdrawal,26,0
173,4625-XMOYM,37,287,Bank Withdrawal,19,0
174,7016-NVRIC,73,196,Bank Withdrawal,23,0
175,5119-KEPFY,50,61,Bank Withdrawal,30,0
176,9518-IMLHK,48,382,Bank Withdrawal,34,0
177,2351-BKRZW,30,109,Bank Withdrawal,30,0
178,7579-KKLOE,59,259,Credit Card,34,0
179,2200-DSAAL,52,153,Bank Withdrawal,31,0
180,2359-QWQUL,35,584,Credit Card,33,1
181,3640-PHQXK,54,344,Bank Withdrawal,28,1
182,9558-IHEZX,57,73,Credit Card,34,0
183,5590-BYNII,51,500,Bank Withdrawal,34,1
184,0314-TKOSI,29,237,Mailed Check,22,0
185,9330-VOFSZ,34,337,Credit Card,34,0
186,1104-FEJAM,52,73,Bank Withdrawal,20,0
187,5220-AGAAX,60,379,Bank Withdrawal,33,0
188,6925-BAYGL,79,358,Credit Card,15,0
189,6181-AXXYF,54,84,Credit Card,18,0
190,9150-HEPMB,57,169,Credit Card,26,0
191,1309-XGFSN,72,330,Bank Withdrawal,18,0
192,4282-YMKNA,55,567,Bank Withdrawal,33,1
193,6646-VRFOL,74,597,Bank Withdrawal,31,1
194,3801-HMYNL,44,402,Mailed Check,32,1
195,7786-WBJYI,31,398,Bank Withdrawal,40,1
196,1862-SKORY,66,328,Bank Withdrawal,28,1
197,4355-HBJHH,49,304,Bank Withdrawal,28,1
198,7234-FECYN,78,336,Bank Withdrawal,35,1
199,3838-OZURD,28,426,Credit Card,34,1
200,9747-DDZOS,50,440,Bank Withdrawal,35,1
201,7395-XWZOY,45,315,Credit Card,16,0
202,4747-LCAQL,28,173,Credit Card,35,0
203,1803-BGNBD,59,381,Bank Withdrawal,28,0
204,3824-RHKVR,27,67,Credit Card,35,0
205,2886-KEFUM,50,591,Bank Withdrawal,26,1
206,3850-OKINF,42,309,Bank Withdrawal,26,0
207,7919-ZODZZ,32,339,Credit Card,25,0
208,5307-DZCVC,78,360,Credit Card,20,1
209,5949-HGVJL,35,71,Bank Withdrawal,22,0
210,0343-QLUZP,38,216,Bank Withdrawal,25,0
211,2391-IPLOP,25,308,Bank Withdrawal,24,0
212,9547-ITEFG,32,260,Credit Card,26,0
213,9297-EONCV,47,274,Bank Withdrawal,15,0
214,6258-PVZWJ,38,97,Credit Card,22,0
215,8970-ANWXO,37,64,Credit Card,30,0
216,3329-WDIOK,56,284,Bank Withdrawal,24,1
217,6339-TBELP,53,266,Credit Card,30,0
218,2229-VWQJH,34,151,Credit Card,20,0
219,6999-CHVCF,40,362,Bank Withdrawal,19,0
220,7781-HVGMK,56,74,Credit Card,16,0
221,5510-BOIUJ,35,565,Credit Card,37,1
222,7586-ZATGZ,59,152,Bank Withdrawal,32,0
223,1260-TTRXI,64,300,Bank Withdrawal,30,1
224,5245-VDBUR,58,389,Credit Card,20,0
225,7554-NEWDD,44,184,Bank Withdrawal,17,0
226,8224-DWCKX,78,172,Credit Card,21,0
227,1407-DIGZV,32,354,Mailed Check,33,0
228,1266-NZYUI,56,377,Bank Withdrawal,26,0
229,5908-QMGOE,74,499,Credit Card,21,1
230,5980-NOPLP,19,345,Bank Withdrawal,36,1
231,4717-GHADL,39,124,Mailed Check,34,0
232,6185-TASNN,71,229,Bank Withdrawal,30,0
233,9101-NTIXF,32,313,Credit Card,26,0
234,7551-JOHTI,54,554,Credit Card,37,1
235,8746-BFOAJ,79,54,Bank Withdrawal,31,0
236,8404-VLQFB,21,153,Bank Withdrawal,26,0
237,0689-NKYLF,42,435,Bank Withdrawal,34,1
238,8513-OLYGY,50,389,Credit Card,25,0
239,2878-DHMIN,63,169,Bank Withdrawal,31,0
240,9617-INGJY,31,311,Credit Card,33,0
241,7190-XHTWJ,48,372,Mailed Check,27,0
242,6259-WJQLC,77,172,Credit Card,24,0
243,8016-ZMGMO,73,339,Bank Withdrawal,32,0
244,8681-ICONS,20,259,Mailed Check,17,0
245,8350-NYMVI,35,289,Bank Withdrawal,28,0
246,3262-EIDHV,46,260,Credit Card,28,0
247,6265-SXWBU,35,64,Credit Card,28,0
248,5035-BVCXS,20,340,Credit Card,25,0
249,4647-XXZAM,41,168,Credit Card,18,0
250,1550-EENBN,23,260,Bank Withdrawal,30,0
251,5889-JTMUL,67,514,Bank Withdrawal,38,1
252,4827-DPADN,28,294,Bank Withdrawal,32,0
253,3428-XZMAZ,64,533,Bank Withdrawal,39,1
254,9782-LGXMC,35,377,Bank Withdrawal,20,0
255,7310-EGVHZ,35,286,Bank Withdrawal,20,0
256,8988-ECPJR,79,311,Credit Card,38,1
257,2812-SFXMJ,46,102,Credit Card,18,0
258,1568-BEKZM,65,106,Credit Card,16,0
259,6680-NENYN,24,544,Bank Withdrawal,34,1
260,9402-ORRAH,80,372,Bank Withdrawal,22,0
261,4568-TTZRT,36,58,Credit Card,33,0
262,5159-YFPKQ,37,252,Bank Withdrawal,22,1
263,7410-YTJIK,35,459,Credit Card,33,1
264,4024-CSNBY,39,283,Bank Withdrawal,28,0
265,7113-HIPFI,59,219,Credit Card,30,0
266,1162-ECVII,66,260,Bank Withdrawal,27,0
267,3413-DHLPB,57,305,Bank Withdrawal,17,0
268,9600-NAXZN,39,252,Bank Withdrawal,32,1
269,5871-DGTXZ,55,297,Credit Card,15,0
270,9629-NHXFW,58,364,Credit Card,16,0
271,1790-NESIO,23,59,Credit Card,16,0
272,3398-ZOUAA,76,451,Bank Withdrawal,28,1
273,6194-HBGQN,22,139,Credit Card,23,0
274,3541-ZNUHK,51,224,Bank Withdrawal,18,0
275,2455-USLMV,30,132,Credit Card,28,0
276,2581-VKIRT,57,389,Mailed Check,21,0
277,4727-MCYZG,23,301,Mailed Check,15,0
278,1084-MNSMJ,63,85,Credit Card,20,0
279,7833-PKIHD,59,290,Bank Withdrawal,35,0
280,0423-UDIJQ,74,325,Mailed Check,23,0
281,8125-QPFJD,36,393,Bank Withdrawal,25,0
282,2982-IHMFT,75,590,Credit Card,33,1
283,3737-XBQDD,57,305,Bank Withdrawal,23,0
284,1587-FKLZB,79,367,Credit Card,25,1
285,3143-ILDAL,21,597,Bank Withdrawal,32,1
286,7605-SNLQG,42,250,Credit Card,17,0
287,9402-ROUMJ,52,186,Bank Withdrawal,16,0
288,9824-QCJPK,47,98,Mailed Check,29,0
289,2761-OCIAX,74,542,Bank Withdrawal,40,1
290,4116-IQRFR,55,65,Credit Card,18,0
291,3424-NMNBO,78,327,Bank Withdrawal,39,1
292,5879-SESNB,34,294,Bank Withdrawal,25,0
293,4415-WNGVR,73,342,Bank Withdrawal,31,0
294,0562-KBDVM,62,344,Bank Withdrawal,24,0
295,9830-ECLEN,21,212,Mailed Check,21,0
296,8332-OSJDW,54,65,Mailed Check,15,0
297,8822-KNBHV,30,63,Credit Card,34,0
298,3981-QSVQI,28,163,Bank Withdrawal,31,0
299,6502-KUGLL,29,123,Bank Withdrawal,15,0
300,7638-QVMVY,63,549,Bank Withdrawal,40,1
301,5981-ITEMU,58,474,Bank Withdrawal,30,1
302,1265-BCFEO,30,259,Bank Withdrawal,22,0
303,9605-WGJVW,69,356,Bank Withdrawal,32,0
304,7560-QJAVJ,60,381,Bank Withdrawal,17,0
305,5090-EMGTC,32,308,Credit Card,31,0
306,7271-AJDTL,64,53,Credit Card,28,0
307,0927-CNGRH,42,368,Credit Card,26,0
308,8884-MRNSU,61,390,Bank Withdrawal,27,0
309,4704-ERYFC,19,406,Bank Withdrawal,20,1
310,7354-OIJLX,52,397,Bank Withdrawal,34,0
311,8098-LLAZX,74,477,Bank Withdrawal,38,1
312,9058-MJLZC,37,332,Bank Withdrawal,21,0
313,0484-JPBRU,23,180,Bank Withdrawal,34,0
314,2585-KTFRE,61,73,Bank Withdrawal,18,0
315,0019-EFAEP,32,214,Bank Withdrawal,31,0
316,4892-VLANZ,40,592,Mailed Check,32,1
317,6425-JWTDV,43,148,Credit Card,31,0
318,7517-LDMPS,31,164,Bank Withdrawal,21,0
319,3982-JGSFD,37,394,Credit Card,18,0
320,6603-YRDCJ,19,169,Credit Card,19,0
321,1345-GKDZZ,20,287,Credit Card,27,0
322,4094-NSEDU,79,487,Bank Withdrawal,20,1
323,0506-LVNGN,78,464,Credit Card,28,1
324,0942-KOWSM,24,53,Bank Withdrawal,19,0
325,2731-GJRDG,55,93,Bank Withdrawal,25,0
326,0093-EXYQL,72,333,Bank Withdrawal,18,0
327,2919-HBCJO,36,377,Bank Withdrawal,31,1
328,0867-MKZVY,26,550,Bank Withdrawal,40,1
329,4908-XAXAY,70,390,Bank Withdrawal,28,0
330,9743-DQKQW,28,254,Bank Withdrawal,33,0
331,8943-URTMR,56,362,Mailed Check,37,1
332,7798-JVXYM,52,60,Bank Withdrawal,32,0
333,4822-NGOCH,60,382,Bank Withdrawal,29,1
